license_num,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
CAL-404477,Active,Non-Live Entertainment,2019-09-03,2023-12-31,"Bully Boy Distillers, LLC",Bully Boy Distillers,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Dudley Willis,Dudley Willis,(617)442-6000,,44-  Cedric ST,Roxbury,MA,02119,772309.167685881,2943951.19721519
CAL-407495,Active,Non-Live Entertainment,2019-08-21,2023-12-31,"Butter & Salt, LLC",Stillwater,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Sarah Wade,Sarah Wade,(617)501-5144,,120-  Kingston ST,Boston,MA,02111,775338.655423345,2953709.47719527
CAL-404340,Active,Non-Live Entertainment,2019-08-02,2023-12-31,Reins International Massachusetts Inc.,Gyu Kaku,1 No entertainment permitted outside 2 Licensee must abide Boston Noise Ordinance,,Co Le,Co Le,(857)309-3827,,21-39  District AVE,Dorchester,MA,02125,774548.933969665,2944025.90366612
CAL-400516,Active,Night Club,2019-07-31,2023-12-31, ,Suffolk Downs,1 INSTRUMENTAL MUSIC MUST NOT EXCEED EIGHT 8 INSTRUMENTALIST FIVE 5 VOCALISTS 2 CAPACITY EACH ROOM PLEASE REVIEW BUILDING CERTIFICATES 3 ENTERTAINMENT TO 70 DECIBELS ANY TIME 50 BETWEEN 11 00P M 7 00A PER BOSTON NOISE ORDINANCE 4 LICENSEE APPLY THROUGH ONE APPLICATION SPECIAL EVENTS NOTIFY ABUTTERS ENDING AFTER,"525 McClelllan Highway, East Boston, MA 02128",David Lanzilli,David Lanzilli,,,111     Waldemar AVE,East Boston,MA,02128,791150.770316526,2969155.74908112
CAL-404101,Active,Non-Live Entertainment,2019-07-31,2023-12-31,"Hyde Park Burgers, LLC",Five Guys,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Phil Ouakar,Phil Ouakar,(617)642-7020,,263-289   Huntington AV,Boston,MA,02115,0,0
CAL-404312,Active,Non-Live Entertainment,2019-07-29,2023-12-31,"Opa Seaport, LLC",Greco,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Demetri Tsolakis,Demetri Tsolakis,(617)970-4054,,200-  Pier 4 BLVD,Boston,MA,02210,779815.876024178,2953632.23416328
CAL-403413,Active,Non-Live Entertainment,2019-07-16,2023-12-31,"MACHERIDES, INC.",Boston House of PIzza,1 Entertainment not permitted outside,,Nikolaos Faklaris,Nikolaos Faklaris,(781)956-5980,,956     American Legion HWY,Roslindale,MA,02131,760591.804368064,2925759.63841671
CAL-386309,Active,Non-Live Entertainment,2019-07-12,2023-12-31,"Toward Independent Living and Learning, Inc.",Essence of Thyme,1 Per Boston Noise Ordinance anything louder than 50 decibels from 11 p m to 7 is considered unreasonable Anything 70 too much any time 2 No entertainment permitted outside 3 Hours operation Monday Friday 8AM 5PMSaturday 4PM,,Gina Shulimson,Gina Shulimson,,,1300-  Hyde Park AVE,Hyde Park,MA,02136,757936.492333591,2917861.35130535
CAL-400369,Active,Non-Live Entertainment,2019-07-12,2023-12-31,"Boston Harbor Distillery, LLC",Boston Harbor Distillery,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Rhonda Kallman,Rhonda Kallman,(617)533-7001,,12 R-   Ericsson ST,Dorchester,MA,02122,780347.434626475,2931808.86667834
CAL-402109,Active,Non-Live Entertainment,2019-07-12,2023-12-31,"Tastes SMA Logan, LLC",Berkshire Farms A,,,Antonio Alicea,Antonio Alicea,(781)521-9643,,"      Logan Airport, Terminal A  ",East Boston,MA,02128,0,0
CAL-402483,Active,Non-Live Entertainment,2019-07-12,2023-12-31,"571 TREMONT, LLC",Black Lamb,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Jefferson Macklin,Jefferson Macklin,(617)470-8663,,571-  Tremont ST,Roxbury,MA,02118,771704.132858425,2950554.8540878
CAL-402253,Active,Non-Live Entertainment,2019-07-10,2022-12-31,"Tatte Holdings, LLC",Tatte Bakery & Cafe,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Tzurit Or,Tzurit Or,,,160     Massachusetts AV,Boston,MA,02118,0,0
CAL-401707,Active,Non-Live Entertainment,2019-07-03,2023-12-31,"AZUMI, LLC",Zuma,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Jeffrey Kougl,Jeffrey Kougl,(424)202-0808,,1-  Dalton St,Boston,MA,02115,768612.878074685,2951302.888675
CAL-401894,Active,Non-Live Entertainment,2019-07-03,2023-12-31,"Hyde Park Burgers, LLC",Five Guys,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Soufiane Ouakar,Soufiane Ouakar,(617)642-7020,,58-  Summer ST,Boston,MA,02110,775450.373569518,2954438.42569819
CAL-401704,Active,Non-Live Entertainment,2019-07-02,2023-12-31,"Life Alive Cafe, LLC",Life Alive Organic Cafe,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,LEAH DUBOIS,LEAH DUBOIS,,,431-   Boylston ST,Boston,MA,02116,771631.535594849,2953444.7684335
CAL-401129,Active,Non-Live Entertainment,2019-07-01,2023-12-31,Lola Burger Boston Restaurant LLC,Lola Burger,1 No entertainment is permitted outdoors,,Mark Daley,Mark Daley,(617)268-4001,,11-  Fan Pier  BLVD,Boston,MA,02210,778983.697850013,2954436.66698274
CAL-398235,Active,Non-Live Entertainment,2019-06-21,2023-12-31,"SIG HOSPITALITY, LLC",Ilona,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,George Axiotis,George Axiotis,(617)266-7020,,493-495  Massachusetts AVE,Roxbury,MA,02118,769541.178910719,2948963.21920314
CAL-400103,Active,Non-Live Entertainment,2019-06-21,2023-12-31,"TIME OUT MARKET (BOSTON), LLC",Time Out Market,1 Entertainment not permitted outside 2 Noise levels to exceed 70 dB per Boston Ordinance 3 Floorshow consist cooking demonstrations dance performances 4 Live entertainment is 7 days week until 00a m 5 Doors windows must be closed whenever live occurring 11 00 p regardless type offered,,Michael Minichello,Michael Minichello,(781)534-2943,,401-  Park Dr,Boston,MA,02215,763519.303859181,2950800.91339323
CAL-399340,Active,Non-Live Entertainment,2019-06-20,2022-12-31,"DESA GRILLE, LLC",Avenue Grille,,,Artan Mertiri,Artan Mertiri,(617)288-8000,(617)462-6425,856-   Dorchester AVE,Dorchester,MA,02127,776080.999998495,2942510.00000031
CAL-398490,Active,Live Entertainment,2019-06-12,2023-12-31,"BP Eatery, LLC",Lily's Boston,1 Live acoustic music background is permitted on outdoor patio until 11 00p m Music must beat volume levels so as to be considered called “directed sound” only audible persons onthe 2 Entertainment not exceed 70 decibels any time 50 between p 7 per Boston Noise Ordinance 3 disc jockey karaoke dancing patrons midnight seven nights week Background 00a indoors 4 In order prevent emanation noise licensee close doors windows whenever liveentertainment occurring all 00 regardless type ofentertainment offered 5 Lawn games permanent,,Mevzad Durakovic,Mevzad Durakovic,(617)281-7987,,30-36   Batterymarch ST,Boston,MA,02109,776674.356685862,2955693.69385694
CAL-396319,Active,Non-Live Entertainment,2019-06-11,2022-12-31,"El Eman, Inc.",Alex Pizza,,,El Sayed Nassar,El Sayed Nassar,,,1252-   Washington ST,Boston,MA,02118,773124.595596887,2950063.11360244
CAL-395379,Active,Non-Live Entertainment,2019-06-06,2023-12-31,CHANG XIN GLOBAL CREATIONS CO.,Bootleg Special,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Stephen Chan,Stephen Chan,(617)901-6671,,400     TREMONT ST,BOSTON,MA,02116,0,0
CAL-397015,Active,Non-Live Entertainment,2019-06-06,2023-12-31,"Carlos Cucina 02134, Inc.",Carlo's Cucina Italiana,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Bryant Rodriguez,Bryant Rodriguez,(617)908-6581,(617)908-6581,131-   Brighton AVE,Allston,MA,02134,755865.000011668,2953910.00001092
CAL-384699,Active,Non-Live Entertainment,2019-06-03,2023-12-31,"FOXANDKNIFE, LLC",Fox and the Knife,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Karen Akunowicz,Karen Akunowicz,(617)372-3190,,28- W Broadway ,South Boston,MA,02127,776059.99999848,2950230.0000075
CAL-396614,Active,Non-Live Entertainment,2019-05-30,2023-12-31,"HABANERO MEXICAN GRILL, INC.",Habanero Mexican Grill,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Bruce Sabokrooh,Bruce Sabokrooh,(617)755-5547,,166-   Brighton AVE,Allston,MA,02134,755411.00001125,2953840.00001086
CAL-396265,Active,Non-Live Entertainment,2019-05-24,2023-12-31,"SC JM BOSTON BEVERAGE COMPANY, INC.",Four Seasons Boston,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Fareed Kandalaft,Fareed Kandalaft,(786)693-0741,,1-  Dalton ST,Boston,MA,02115,768622.210397349,2951295.70059262
CAL-394310,Active,Non-Live Entertainment,2019-05-17,2022-12-31,"Hyde Park Burgers, LLC.",Five Guys,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Soufiame Ouakar,Soufiame Ouakar,,,1223-   Commonwealth AVE,Allston,MA,02135,755920.000011712,2953050.00001013
CAL-391237,Active,Non-Live Entertainment,2019-05-08,2023-12-31,"The Circle Bar & Grill, LLC.",The Circle Tavern,1 Dance floor dancing patrons is NOT permitted There to be no night club format 2 Entertainment not outside 3 exceed 70 decibels any time 50 between 11 00 p m 7 per city Boston Noise Ordinance,,George Kariotis,George Kariotis,(617)904-8482,,354-356   Chestnut Hill AVE,Brighton,MA,02135,750389.914950564,2947983.59686941
CAL-393685,Active,Live Entertainment,2019-05-08,2023-12-31,"Eddie V's Holdings, LLC.",Eddie V's #8523,1 Instrumentalists vocalists not to exceed three 3 performers 2 Live entertainment may be operated seven 7 days week as follows Sunday 4 p m 9 Monday Thursday 10 Friday Saturday Entertainment is permitted outside All windows doors must closed during live 5 Sound 70 decibels any time 50 between 11 per city Boston s noise ordinance,,Andrew Gregg,Andrew Gregg,,,800-   Boylston ST,Boston,MA,02199,769025.613472097,2951810.16116547
CAL-391234,Active,Non-Live Entertainment,2019-04-11,2023-12-31,"SZC, LLC.",Shabu-Zen,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Simon Chiu,Simon Chiu,(617)966-8806,,16-   Tyler ST,Boston,MA,02111,774963.224925458,2953166.50717823
CAL-391235,Active,Non-Live Entertainment,2019-04-11,2023-12-31,"SZA, LLC.",Shabu-Zen,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Jody Law,Jody Law,(508)333-2738,,78-80   Brighton AVE,Allston,MA,02134,756469.000012234,2953670.0000107
CAL-391233,Active,Non-Live Entertainment,2019-04-09,2023-12-31,"PINTXO CONNECTION, INC.",Tasca,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Joaquin Galan,Joaquin Galan,(857)265-5881,(857)265-8707,1612-   Commonwealth AVE,Brighton,MA,02135,752774.000008792,2950340.0000076
CAL-391238,Active,Non-Live Entertainment,2019-04-09,2023-12-31,"A&B Burgers - Causeway, LLC",A&B Burgers,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Thomas Holland,Thomas Holland,(617)596-4339,,101-  Beverly St,Boston,MA,02114,775246.070759955,2958543.35266526
CAL-386270,Active,Non-Live Entertainment,2019-03-21,2023-12-31,"Whiskey Town, LLC",The Quiet Few,1 Per Boston Noise Ordinance anything louder than 50 decibels from 11 p m to 7 is considered unreasonable Anything 70 too much any time 2 No entertainment permitted outside 3 Table game consist shuffleboard 4 Hours operation 11AM 1A5 Trivia on Monday nights,,Joshua Weinstein,Joshua Weinstein,(617)561-1061,,331-  Sumner ST,East Boston,MA,02128,781555.772751076,2959139.06434853
CAL-388733,Active,Non-Live Entertainment,2019-03-19,2023-12-31,"TAWAN SHINE, INC.",Pho #1 Brighton,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Chanathip Tangmunkong,Chanathip Tangmunkong,(617)888-5841,,1799-  Commonwealth AVE,Brighton,MA,02135,750323.201388889,2949362.35243056
CAL-389144,Active,Non-Live Entertainment,2019-03-18,2023-12-31,"Rosas Group, LLC",La Casa  De Pan Debono,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Manuel Rosas,Manuel Rosas,(781)853-9424,,271-   Meridian ST,East Boston,MA,02128,780741.000002831,2962489.99998692
CAL-389068,Active,Non-Live Entertainment,2019-03-15,2023-12-31,"SSP America BOS, LLC",Shojo,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Jacqueline Genao,Jacqueline Genao,(617)438-7833,,300     Terminal RD,East Boston,MA,02128,0,0
CAL-386794,Active,Non-Live Entertainment,2019-03-12,2023-12-31,SANDEEP HOTEL LLC,Holiday Inn Express,,,Nayan Pakel,Nayan Pakel,(508)427-1667,,69R-   Boston ST,Dorchester,MA,02125,775299.486237764,2944585.97337824
CAL-387814,Active,Non-Live Entertainment,2019-03-12,2023-12-31,"Delaware North Boston Flight, LLC",Boston Bruins Bar,,,Mark Clemency,Mark Clemency,(857)322-1255,,100     Terminal RD,East Boston,MA,02128,785396.803968415,2958229.8427222
CAL-387954,Active,Non-Live Entertainment,2019-03-08,2023-12-31,"Night Shift Lovejoy, LLC",Night Shift Brewing,1 Background music is permitted on outdoor patio during operation hours Volume levels to be only audible those Entertainment not exceed 70 decibels any time 2 Inside establishment Sound 50 between 11 p m 7 per city Boston s noise ordinance,,Michael O'Mara,Michael O'Mara,,,1-  Lovejoy WH,Boston,MA,02114,775232.302803345,2959162.75473658
CAL-387050,Active,Non-Live Entertainment,2019-03-07,2023-12-31,"MALT, LLC",Picco,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Anthony Lawrence,Anthony Lawrence,(617)927-0066,,513-  Tremont ST,Boston,MA,02116,772146.528616124,2950964.59282071
CAL-387100,Active,Non-Live Entertainment,2019-02-27,2023-12-31,"CRIMSON VENTURES, LLC",Cantina Italiana,,,John DeSimone,John DeSimone,(617)594-9106,,344-348   Hanover ST,Boston,MA,02113,776839.054527208,2958362.07614307
CAL-386758,Active,Non-Live Entertainment,2019-02-22,2022-12-31,"BOS-B Wine Bar, LLC",Vino Volo,,,Tzuying Chen,Tzuying Chen,,,1     Harborside DR,East Boston,MA,02128,784350.154589238,2957811.76847637
CAL-386276,Active,Non-Live Entertainment,2019-02-15,2023-12-31,"PB Eagle, LLC",Playa Bowls,,,Hung Lam,Hung Lam,(671)780-0303,,2199-  Commonwealth AV,Brighton,MA,02135,746356.420322806,2949208.19971855
CAL-386362,Active,Live Entertainment,2019-02-15,2023-12-31,"SquareRootRozzie, LLC",The Square Root,1 Per Boston Noise Ordinance anything louder than 50 decibels from 11 p m to 7 is considered unreasonable Anything 70 too much any time2 Outdoor speakers permitted Monday Sunday 8 00a until 10 00p Music must only be audible those on sidewalk 3 Instrumental vocal performers not exceed people 4 Cover charge posted in clear conspicuous place 5 Licensee close all doors windows 00 prevent emanation sound 6 Floorshow consist comedy storytelling poetry readings dance performances theatrical acts Live entertainment Entertainment schedule as follows Tuesday TriviaWednesday ComedyThursday Saturday musicSunday Poetry,,Anthony Giordano,Anthony Giordano,(617)283-8793,,2-  Corinth ST,Roslindale,MA,02131,756140.823860759,2929744.97636541
CAL-384065,Active,Non-Live Entertainment,2019-02-14,2023-12-31,"MHF Devonshire Operating V, LLC",Hyatt Centric,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Vincent Ellis,Vincent Ellis,,,54     Devonshire ST,Boston,MA,02109,775871.52431865,2955919.47425404
CAL-384057,Active,Non-Live Entertainment,2019-02-07,2023-12-31,"CHALET MOTOR LODGE OF BOSTON, INC.",Ramada Boston,1 Entertainment breakfast room Capacity not to exceed 49 persons 2 Sound is 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Joseph Sammartino,Joseph Sammartino,(617)775-2235,,800-  William T Morrissey Bl,Dorchester,MA,02122,778718.831226302,2932804.3859229
CAL-384060,Active,Non-Live Entertainment,2019-02-07,2023-12-31,CHALET INN OF BOSTON INC.,Comfort Inn,1 Entertainment breakfast room Capacity not to exceed 49 persons 2 Sound is 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Joseph Sammartino,Joseph Sammartino,(617)775-2235,,900-  William T Morrissey BLVD,Dorchester,MA,02122,778675.684019925,2932008.52429529
CAL-385139,Active,Non-Live Entertainment,2019-02-01,2023-12-31,"Laberia, Inc.",Pizzeria 260,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Arian Hysenaj,Arian Hysenaj,(617)733-0851,,258- W Broadway ,Boston,MA,02127,777447.552100514,2949032.24843373
CAL-385186,Active,Non-Live Entertainment,2019-02-01,2023-12-31,"Tamworth Saloon, LLC",The Tam,,,Stephanie Scione,Stephanie Scione,(617)751-5779,,222-  Tremont ST,Boston,MA,02116,773889.812091708,2953416.47209066
